Student_ID,State,Stream,Main_AI_Tool,Daily_Usage_Time,Primary_Purpose,Impact_on_Grades
STU_1351,Rajasthan,Management,Grammarly,148,Notes Summarization,No Change
STU_1352,Karnataka,Science,Perplexity AI,52,Notes Summarization,No Change
STU_1353,Rajasthan,Management,ChatGPT,121,Homework Help,Slightly Improved
STU_1354,Gujarat,Management,Microsoft Copilot,181,Learning New Skills,Significantly Improved
STU_1355,Punjab,Commerce,Perplexity AI,108,Notes Summarization,Distracted
STU_1356,Delhi,Management,ChatGPT,237,Homework Help,Slightly Improved
STU_1357,Punjab,Engineering,Perplexity AI,221,Exam Preparation,Significantly Improved
STU_1358,Uttar Pradesh,Medical,Perplexity AI,177,Learning New Skills,No Change
STU_1359,Gujarat,Management,Microsoft Copilot,100,Research,No Change
STU_1360,Delhi,Engineering,Perplexity AI,82,Exam Preparation,No Change
STU_1361,Delhi,Arts,Quillbot,194,Learning New Skills,Slightly Improved
STU_1362,Karnataka,Medical,Grammarly,231,Notes Summarization,Slightly Improved
STU_1363,Uttar Pradesh,Science,Google Gemini,86,Homework Help,Significantly Improved
STU_1364,Rajasthan,Management,Grammarly,56,Notes Summarization,Significantly Improved
STU_1365,Delhi,Science,Quillbot,139,Research,No Change
STU_1366,Uttar Pradesh,Science,Grammarly,151,Homework Help,Distracted
STU_1367,Rajasthan,Commerce,Microsoft Copilot,215,Homework Help,Slightly Improved
STU_1368,Delhi,Commerce,Microsoft Copilot,207,Homework Help,Slightly Improved
STU_1369,Uttar Pradesh,Management,Google Gemini,147,Exam Preparation,Distracted
STU_1370,Gujarat,Science,Perplexity AI,123,Coding Assistance,Slightly Improved
STU_1371,Maharashtra,Management,Perplexity AI,97,Research,No Change
STU_1372,Maharashtra,Arts,Microsoft Copilot,52,Homework Help,Significantly Improved
STU_1373,Gujarat,Engineering,Quillbot,81,Homework Help,Significantly Improved
STU_1374,Maharashtra,Science,Grammarly,92,Learning New Skills,Distracted
STU_1375,Rajasthan,Management,Microsoft Copilot,58,Notes Summarization,Distracted
STU_1376,Punjab,Engineering,Quillbot,61,Coding Assistance,No Change
STU_1377,Delhi,Science,Microsoft Copilot,239,Homework Help,Distracted
STU_1378,Maharashtra,Arts,Quillbot,202,Coding Assistance,Distracted
STU_1379,Maharashtra,Commerce,Perplexity AI,110,Notes Summarization,Distracted
STU_1380,Tamil Nadu,Medical,Quillbot,87,Learning New Skills,Distracted
STU_1381,Gujarat,Arts,Grammarly,94,Research,Significantly Improved
STU_1382,Uttar Pradesh,Arts,Google Gemini,123,Coding Assistance,Significantly Improved
STU_1383,Delhi,Science,Grammarly,221,Coding Assistance,Significantly Improved
STU_1384,Uttar Pradesh,Engineering,Google Gemini,106,Coding Assistance,Significantly Improved
STU_1385,Punjab,Arts,Quillbot,182,Exam Preparation,Slightly Improved
STU_1386,Rajasthan,Medical,Grammarly,35,Research,Slightly Improved
STU_1387,Gujarat,Engineering,Quillbot,148,Coding Assistance,Distracted
STU_1388,Delhi,Medical,Quillbot,89,Homework Help,Distracted
STU_1389,Uttar Pradesh,Management,Google Gemini,167,Exam Preparation,Slightly Improved
STU_1390,Karnataka,Science,Microsoft Copilot,83,Notes Summarization,Significantly Improved
STU_1391,Tamil Nadu,Engineering,Microsoft Copilot,101,Coding Assistance,No Change
STU_1392,Maharashtra,Arts,Microsoft Copilot,175,Homework Help,Significantly Improved
STU_1393,Gujarat,Science,Quillbot,221,Homework Help,No Change
STU_1394,Gujarat,Science,ChatGPT,235,Notes Summarization,Slightly Improved
STU_1395,Tamil Nadu,Medical,Quillbot,31,Research,No Change
STU_1396,Karnataka,Medical,Google Gemini,108,Exam Preparation,Significantly Improved
STU_1397,Maharashtra,Medical,Perplexity AI,188,Research,Slightly Improved
STU_1398,Uttar Pradesh,Engineering,Perplexity AI,81,Research,No Change
STU_1399,Punjab,Management,Microsoft Copilot,72,Notes Summarization,Significantly Improved
STU_1400,Delhi,Commerce,Perplexity AI,52,Coding Assistance,Slightly Improved
STU_1401,Karnataka,Commerce,Microsoft Copilot,40,Exam Preparation,Significantly Improved
STU_1402,Delhi,Medical,Google Gemini,230,Research,Slightly Improved
STU_1403,Rajasthan,Management,Quillbot,134,Research,Distracted
STU_1404,Rajasthan,Engineering,Grammarly,64,Coding Assistance,Slightly Improved
STU_1405,Rajasthan,Science,Grammarly,211,Research,Significantly Improved
STU_1406,Gujarat,Management,ChatGPT,82,Homework Help,Distracted
STU_1407,Karnataka,Arts,Microsoft Copilot,73,Coding Assistance,Distracted
STU_1408,Uttar Pradesh,Engineering,ChatGPT,34,Research,Significantly Improved
STU_1409,Karnataka,Commerce,Google Gemini,69,Research,Slightly Improved
STU_1410,Gujarat,Engineering,Quillbot,85,Homework Help,Significantly Improved
STU_1411,Tamil Nadu,Engineering,Quillbot,39,Exam Preparation,Slightly Improved
STU_1412,Delhi,Medical,Microsoft Copilot,66,Homework Help,Distracted
STU_1413,Gujarat,Medical,Quillbot,41,Notes Summarization,Significantly Improved
STU_1414,Uttar Pradesh,Management,ChatGPT,109,Exam Preparation,Distracted
STU_1415,Rajasthan,Science,Quillbot,117,Learning New Skills,Distracted
STU_1416,Rajasthan,Engineering,Perplexity AI,99,Exam Preparation,No Change
STU_1417,Punjab,Medical,ChatGPT,173,Notes Summarization,Significantly Improved
STU_1418,Maharashtra,Commerce,Microsoft Copilot,123,Research,Significantly Improved
STU_1419,Tamil Nadu,Arts,Quillbot,100,Homework Help,Distracted
STU_1420,Tamil Nadu,Science,Microsoft Copilot,141,Learning New Skills,Significantly Improved
STU_1421,Punjab,Management,Quillbot,166,Exam Preparation,No Change
STU_1422,Gujarat,Medical,Google Gemini,224,Notes Summarization,Significantly Improved
STU_1423,Gujarat,Commerce,Grammarly,72,Research,Significantly Improved
STU_1424,Tamil Nadu,Medical,Perplexity AI,201,Notes Summarization,Slightly Improved
STU_1425,Rajasthan,Science,Quillbot,193,Exam Preparation,No Change
STU_1426,Uttar Pradesh,Engineering,Quillbot,97,Notes Summarization,Distracted
STU_1427,Delhi,Commerce,Microsoft Copilot,153,Learning New Skills,Distracted
STU_1428,Uttar Pradesh,Commerce,Quillbot,120,Learning New Skills,Slightly Improved
STU_1429,Karnataka,Science,Perplexity AI,223,Coding Assistance,No Change
STU_1430,Karnataka,Science,ChatGPT,88,Homework Help,Significantly Improved
STU_1431,Uttar Pradesh,Medical,Microsoft Copilot,181,Notes Summarization,Distracted
STU_1432,Gujarat,Management,ChatGPT,167,Notes Summarization,No Change
STU_1433,Gujarat,Engineering,Google Gemini,142,Coding Assistance,Distracted
STU_1434,Uttar Pradesh,Medical,Quillbot,175,Learning New Skills,No Change
STU_1435,Gujarat,Engineering,Quillbot,144,Notes Summarization,Distracted
STU_1436,Delhi,Commerce,Google Gemini,176,Coding Assistance,No Change
STU_1437,Punjab,Engineering,Google Gemini,87,Exam Preparation,Slightly Improved
STU_1438,Punjab,Commerce,Microsoft Copilot,91,Homework Help,Slightly Improved
STU_1439,Tamil Nadu,Engineering,Quillbot,71,Research,Significantly Improved
STU_1440,Uttar Pradesh,Science,Quillbot,178,Coding Assistance,Slightly Improved
STU_1441,Delhi,Engineering,Google Gemini,202,Research,No Change
STU_1442,Rajasthan,Science,ChatGPT,237,Learning New Skills,Significantly Improved
STU_1443,Maharashtra,Arts,Google Gemini,51,Learning New Skills,Significantly Improved
STU_1444,Karnataka,Science,Quillbot,164,Notes Summarization,Significantly Improved
STU_1445,Rajasthan,Management,ChatGPT,169,Learning New Skills,Slightly Improved
STU_1446,Karnataka,Science,Grammarly,153,Learning New Skills,Significantly Improved
STU_1447,Tamil Nadu,Engineering,Google Gemini,34,Homework Help,Distracted
STU_1448,Maharashtra,Engineering,Perplexity AI,235,Learning New Skills,Slightly Improved
STU_1449,Tamil Nadu,Medical,ChatGPT,240,Notes Summarization,Significantly Improved
STU_1450,Gujarat,Medical,Perplexity AI,235,Notes Summarization,Distracted
STU_1451,Maharashtra,Management,ChatGPT,214,Homework Help,Slightly Improved
STU_1452,Maharashtra,Commerce,Microsoft Copilot,206,Exam Preparation,Slightly Improved
STU_1453,Karnataka,Commerce,Quillbot,139,Homework Help,No Change
STU_1454,Delhi,Arts,Microsoft Copilot,162,Exam Preparation,Significantly Improved
STU_1455,Uttar Pradesh,Medical,ChatGPT,117,Exam Preparation,Distracted
STU_1456,Gujarat,Medical,Microsoft Copilot,134,Notes Summarization,Slightly Improved
STU_1457,Maharashtra,Science,Perplexity AI,235,Coding Assistance,No Change
STU_1458,Gujarat,Science,ChatGPT,115,Research,Significantly Improved
STU_1459,Maharashtra,Science,ChatGPT,110,Coding Assistance,No Change
STU_1460,Tamil Nadu,Commerce,ChatGPT,104,Exam Preparation,No Change
STU_1461,Karnataka,Commerce,Microsoft Copilot,36,Research,No Change
STU_1462,Tamil Nadu,Engineering,ChatGPT,153,Learning New Skills,Slightly Improved
STU_1463,Maharashtra,Commerce,Google Gemini,127,Learning New Skills,Distracted
STU_1464,Gujarat,Arts,Microsoft Copilot,63,Coding Assistance,No Change
STU_1465,Karnataka,Arts,Quillbot,50,Homework Help,Distracted
STU_1466,Rajasthan,Engineering,Grammarly,184,Notes Summarization,Significantly Improved
STU_1467,Punjab,Commerce,Perplexity AI,237,Notes Summarization,Significantly Improved
STU_1468,Maharashtra,Commerce,Perplexity AI,77,Learning New Skills,Slightly Improved
STU_1469,Maharashtra,Engineering,Quillbot,161,Homework Help,Slightly Improved
STU_1470,Karnataka,Engineering,Microsoft Copilot,137,Coding Assistance,Distracted
STU_1471,Punjab,Engineering,ChatGPT,97,Homework Help,Slightly Improved
STU_1472,Karnataka,Commerce,Quillbot,100,Coding Assistance,Distracted
STU_1473,Punjab,Management,Grammarly,193,Notes Summarization,Distracted
STU_1474,Uttar Pradesh,Commerce,ChatGPT,70,Coding Assistance,Distracted
STU_1475,Maharashtra,Science,Perplexity AI,40,Coding Assistance,Slightly Improved
STU_1476,Maharashtra,Science,Grammarly,87,Learning New Skills,Significantly Improved
STU_1477,Tamil Nadu,Science,Google Gemini,33,Research,No Change
STU_1478,Uttar Pradesh,Medical,Grammarly,234,Exam Preparation,Slightly Improved
STU_1479,Rajasthan,Engineering,Perplexity AI,179,Coding Assistance,No Change
STU_1480,Karnataka,Arts,Grammarly,186,Exam Preparation,Distracted
STU_1481,Rajasthan,Arts,Grammarly,162,Exam Preparation,Distracted
STU_1482,Tamil Nadu,Arts,Google Gemini,31,Notes Summarization,No Change
STU_1483,Maharashtra,Medical,Perplexity AI,118,Coding Assistance,Significantly Improved
STU_1484,Delhi,Science,Grammarly,119,Research,Distracted
STU_1485,Tamil Nadu,Medical,ChatGPT,50,Research,No Change
STU_1486,Rajasthan,Commerce,Microsoft Copilot,92,Research,No Change
STU_1487,Punjab,Arts,Quillbot,182,Exam Preparation,No Change
STU_1488,Gujarat,Commerce,ChatGPT,153,Homework Help,No Change
STU_1489,Uttar Pradesh,Science,Google Gemini,222,Homework Help,Distracted
STU_1490,Delhi,Medical,Grammarly,71,Notes Summarization,No Change
STU_1491,Delhi,Engineering,Google Gemini,196,Notes Summarization,No Change
STU_1492,Karnataka,Arts,Microsoft Copilot,191,Learning New Skills,Significantly Improved
STU_1493,Delhi,Management,Grammarly,157,Notes Summarization,Distracted
STU_1494,Rajasthan,Science,Grammarly,64,Learning New Skills,Significantly Improved
STU_1495,Karnataka,Engineering,Quillbot,167,Learning New Skills,Significantly Improved
STU_1496,Punjab,Commerce,ChatGPT,55,Research,Significantly Improved
STU_1497,Uttar Pradesh,Medical,Microsoft Copilot,57,Research,Significantly Improved
STU_1498,Delhi,Engineering,ChatGPT,186,Notes Summarization,Slightly Improved
STU_1499,Gujarat,Medical,ChatGPT,67,Exam Preparation,Significantly Improved
STU_1500,Gujarat,Commerce,Perplexity AI,208,Coding Assistance,Distracted
